latitude,longitude,id
0.331802448075319,-0.5946454396065637,608105
0.5191222337780086,-0.5742785741676887,8977
0.5149009396685702,-0.5734535885466013,17269
0.3321954852479734,-0.5946433339926005,21714
0.3322201900408033,-0.5946438909295408,420315
0.4880261137644881,-0.7601015009891818,9073
0.33171831376680516,-0.5946960417222527,18417
0.33213223256606583,-0.594606629310547,480992
0.331846384564646,-0.5946434137205643,15326
0.33184607978377945,-0.594675423257937,49904
0.3324351416528446,-0.594714851960622,73407
0.3321098876455808,-0.5947866573264953,9263
0.33208271236083986,-0.5947310105600612,51844
0.386631698981746,-0.5898834743661798,10259
0.48432086393443097,-0.7600506467628115,19542
0.487762493956984,-0.7601947096220432,14608
0.48777336047085385,-0.7601696427707987,1221889
0.4877398031627458,-0.7601773894188294,86754
0.487821105958157,-0.7601701469908186,19199
0.4877615337435437,-0.760144472898661,210176
0.4873244449448839,-0.7603044857045402,10594
0.48787815284203995,-0.7601517789629498,16002
0.48769941620449253,-0.7601295931699461,10349
0.4878426962600546,-0.7601675538574646,57155
0.5137301820984188,-0.5734133890180757,1193160
0.5129429685175271,-0.573458692616674,19890
0.5140565250154188,-0.5735236577842349,34087
0.33171627008196714,-0.5946409748674532,25151
0.33208971954260535,-0.5944805641233497,123535
0.3319104617458195,-0.5947306458881472,69230
0.33229116406986003,-0.5946722713332853,45331
0.33216091523724955,-0.5946204806981144,9225
0.48267931391301166,-0.7596594930102888,29119
0.330821880400898,-0.5940915535278041,9410
0.3320680034530017,-0.5947272679407072,22071
0.3321121896690784,-0.59456724943278,9382
0.33225018674656526,-0.5946365813431816,18328
0.3325193191885907,-0.5944637762092977,160579
0.33208801828468637,-0.5946504457945014,43073
0.3322339534416927,-0.5946363096160588,78290
0.33246897190052516,-0.5946157986514262,153505
0.33183871013791344,-0.5946448273390128,10923
0.33221177370012,-0.5946185088362161,9313
0.3319433676457657,-0.5947378199815481,316637
0.333496433242942,-0.5945254710794913,14554
0.33191050349288,-0.5947307455883848,232554
0.5305507921115797,-0.6411335854781917,23256
0.3322539509708917,-0.5946728115695965,9241
0.3318453031261557,-0.5946410096678714,9508
0.33185649550350926,-0.5946414131684958,87899
0.33221942274035077,-0.5946188960054718,1038401
0.33214365040570004,-0.5946331222229637,46946
0.3322808058532585,-0.5946755487654298,140363
0.3321207134474755,-0.5945336827535994,15245
0.3317225868618372,-0.594658197831716,20922
0.3318115616184081,-0.5946443951495609,11368
0.33224313698346064,-0.5946460248623996,15478
0.48016818911572745,-0.7584823053116605,14515
0.48023912308905325,-0.7588827854158164,22765
0.487288097568489,-0.7603260951489339,9153
0.4873257618632101,-0.7603166230093696,13338
0.33175145815247475,-0.5946532420249602,24276
0.3330884257350957,-0.5946003838909539,11934
0.33306998904828466,-0.5945818718234328,1067829
0.33217439129431936,-0.5946189860445212,9223
0.5140136334964569,-0.573486449229937,17526
